形態素	IOB2	メンション	wikipediaタイトル	wikipediaページ
関する	I	特定複合観光施設区域の整備の推進に関する法律案	特定複合観光施設区域の整備の推進に関する法律	https://ja.wikipedia.org/wiki/%E7%89%B9%E5%AE%9A%E8%A4%87%E5%90%88%E8%A6%B3%E5%85%89%E6%96%BD%E8%A8%AD%E5%8C%BA%E5%9F%9F%E3%81%AE%E6%95%B4%E5%82%99%E3%81%AE%E6%8E%A8%E9%80%B2%E3%81%AB%E9%96%A2%E3%81%99%E3%82%8B%E6%B3%95%E5%BE%21B
法律	I	特定複合観光施設区域の整備の推進に関する法律案	特定複合観光施設区域の整備の推進に関する法律	https://ja.wikipedia.org/wiki/%E7%89%B9%E5%AE%9A%E8%A4%87%E5%90%88%E8%A6%B3%E5%85%89%E6%96%BD%E8%A8%AD%E5%8C%BA%E5%9F%9F%E3%81%AE%E6%95%B4%E5%82%99%E3%81%AE%E6%8E%A8%E9%80%B2%E3%81%AB%E9%96%A2%E3%81%99%E3%82%8B%E6%B3%95%E5%BE%21B
案	I	特定複合観光施設区域の整備の推進に関する法律案	特定複合観光施設区域の整備の推進に関する法律	https://ja.wikipedia.org/wiki/%E7%89%B9%E5%AE%9A%E8%A4%87%E5%90%88%E8%A6%B3%E5%85%89%E6%96%BD%E8%A8%AD%E5%8C%BA%E5%9F%9F%E3%81%AE%E6%95%B4%E5%82%99%E3%81%AE%E6%8E%A8%E9%80%B2%E3%81%AB%E9%96%A2%E3%81%99%E3%82%8B%E6%B3%95%E5%BE%21B
を				
議題				
と				
し				
、				
質疑				
を				
行い				
ます				
。				
　				
質疑				
の				
ある				
方				
は				
順次				
御				
発言				
願い				
ます				
。				
○				
上月				
良祐				
君				
　				
自由				
民主				
党				
の				
上月				
良祐				
で				
ござい				
ます				
。				
　				
これ				
まで				
かなり				
入念				
な				
議論				
が				
なさ				
れ				
て				
き				
た				
と				
思い				
ます				
が				
、				
まだ				
何				
点				
か				
確認				
し				
たい				
こと				
が				
あり				
ます				
の				
で				
、				
あるいは				
再				
確認				
を				
し				
て				
おき				
たい				
こと				
も				
あり				
ます				
の				
で				
、				
まず				
自民				
党				
の				
中				
で				
私				
が				
最初				
に				
質問				
を				
さ				
せ				
て				
いただき				
たい				
と				
いう				
ふう				
に				
思い				
ます				
。				
　				
最初				
に				
、				
ＩＲ				
の				
基本				
的				
な				
考え				
方				
に				
関し				
まし				
て				
な				
ん				
です				
が				
、				
国際				
会議				
が				
かなり				
日本				
が				
劣勢				
に				
なっ				
て				
いる				
ん				
で				
は				
ない				
か				
と				
いう				
お				
話				
を				
聞き				
ます				
。				
今				
どんな				
現状				
に				
なっ				
て				
いる				
の				
か				
、				
それ				
から				
、				
どれ				
ぐらい				
の				
規模				
の				
会議				
場				
と				
いう				
の				
が				
国際				
的				
に				
見れ				
ば				
一般				
的				
と				
いう				
の				
か				
、				
これ				
ぐらい				
ない				
と				
駄目				
だ				
よ				
ね				
と				
いう				
の				
に				
対し				
て				
日本				
が				
どんな				
現状				
な				
の				
か				
、				
そこ				
を				
教え				
て				
いただき				
たい				
と				
思い				
ます				
。				
○				
政府				
参考				
人				
（				
瓦林				
康人				
君				
）				
　				
お				
答え				
申し上げ				
ます				
。				
　				
我が				
国				
の				
国際				
会議				
の				
開催				
件数				
で				
ござい				
ます				
。				
非				
営利				
の				
国際				
団体				
で				
ござい				
ます				
国際				
会議				
協会				
の				
統計				
に				
より				
ます				
と				
、				
我が				
国				
の				
国際				
会議				
開催				
件数				
は				
、				
世界				
全体				
で				
見				
ます				
と				
二				
〇				
一				
三				
年				
以降				
七				
位				
、				
アジア				
太平				
洋				
地域				
で				
は				
二				
〇				
一				
二				
年				
以降				
一				
位				
を				
堅持				
し				
て				
おり				
ます				
。				
ただし				
、				
アジア				
大洋				
州				
の				
競合				
国				
も				
近年				
開催				
件数				
を				
伸ばし				
て				
おり				
ます				
。				
我が				
国				
の				
ほか				
、				
中国				
、				
韓国				
、				
シンガポール				
、				
豪州				
、				
これ				
ら				
主要				
五				
か国				
の				
国際				
会議				
開催				
件数				
の				
中				
で				
の				
我が				
国				
が				
占める				
シェア				
、				
これ				
は				
一				
九				
九				
一				
年				
時点				
で				
五				
一				
％				
でし				
た				
が				
、				
以後				
低下				
を				
続け				
て				
、				
二				
〇				
一				
五				
年				
に				
は				
二				
六				
％				
に				
低下				
し				
て				
おり				
ます				
。				
　				
国際				
会議				
場				
に				
つき				
まし				
て				
で				
ござい				
ます				
。				
これ				
に				
つき				
まし				
て				
は				
、				
他				
の				
アジア				
諸国				
の				
主要				
施設				
を				
見				
ます				
と				
、				
シンガポール				
で				
収容				
人数				
一				
万				
人				
を				
超える				
会議				
場				
が				
二				
か所				
整備				
さ				
れ				
て				
いる				
ほか				
、				
香港				
で				
は				
八千				
人				
規模				
、				
また				
韓国				
で				
は				
七千				
人				
規模				
の				
大				
規模				
な				
会議				
場				
が				
整備				
さ				
れ				
て				
おり				
ます				
。				
我が				
国				
の				
国際				
会議				
場				
に				
つき				
まし				
て				
は				
、				
収容				
人数				
約				
五千				
人				
の				
会議				
場				
、				
これ				
が				
二				
か所				
ござい				
ます				
が				
、				
これ				
が				
最大				
規模				
と				
なっ				
て				
ござい				
ます				
。				
　				
以上				
で				
ござい				
ます				
。				
○				
上月				
良祐				
君				
　				
ありがとう				
ござい				
ます				
。				
　				
僕				
も				
資料				
を				
ちょっと				
もらっ				
たり				
し				
まし				
て				
、				
より				
詳しく				
聞か				
せ				
て				
いただき				
まし				
た				
けれど				
も				
、				
かなり				
劣勢				
に				
なっ				
て				
き				
て				
いる				
傾向				
が				
顕著				
に				
なっ				
て				
いる				
ん				
だ				
と				
思い				
ます				
。				
そう				
いう				
意味				
で				
は				
、				
会議				
場				
自体				
も				
、				
ハード				
も				
足り				
ない				
し				
、				
日本				
で				
会議				
を				
やっ				
て				
くれ				
と				
いう				
ＰＲ				
も				
足り				
ない				
の				
か				
も				
しれ				
ませ				
ん				
。				
いろんな				
こと				
が				
ある				
ん				
だ				
と				
思い				
ます				
が				
、				
やはり				
会議				
に				
来				
た				
人				
の				
会議				
以外				
の				
、				
まあ				
いろんな				
余暇				
活動				
と				
いう				
ん				
でしょう				
か				
、				
そう				
いう				
の				
も				
含め				
て				
全体				
を				
やっぱり				
整え				
て				
いか				
なきゃ				
いけ				
ない				
と				
いう				
の				
は				
今				
の				
状況				
を				
見				
たら				
もう				
明らか				
だ				
と				
いう				
ふう				
に				
思い				
ます				
。				
これ				
、				
急激				
に				
シェア				
も				
落ち				
て				
い				
ます				
けれど				
も				
、				
これ				
から				
この				
傾向				
が				
更に				
続い				
て				
いけ				
ば				
かなり				
危機				
的				
な				
状況				
に				
なっ				
て				
いく				
と				
思い				
ます				
の				
で				
、				
こう				
いっ				
た				
こと				
は				
よく				
頭				
に				
置い				
て				
対応				
し				
て				
いか				
なきゃ				
いけ				
ない				
と				
思っ				
て				
おり				
ます				
。				
　				
ただ				
、				
やっぱり				
会議				
も				
、				
ただ				
大きな				
会議				
場				
が				
あれ				
ば				
いい				
と				
いう				
の				
で				
は				
なく				
て				
、				
やはり				
その				
会議				
で				
やる				
よう				
な				
学術				
的				
な				
こと				
に				
つい				
て				
の				
日本				
が				
先進				
的				
な				
ところ				
で				
ある				
か				
どう				
か				
、				
研究				
が				
進ん				
で				
いる				
か				
どう				
か				
、				
やっぱり				
日本				
で				
やっ				
た				
方				
が				
いい				
よ				
ね				
と				
いう				
よう				
な				
コンテンツ				
が				
重要				
だ				
と				
思い				
ます				
し				
、				
やはり				
会議				
の				
開催				
だけ				
じゃ				
なく				
て				
、				
観光				
で				
来る				
方				
と				
いう				
の				
で				
あれ				
ば				
、				
日本				
の				
文化				
あるいは				
スポーツ				
も				
含め				
た				
観光				
コンテンツ				
の				
充実				
と				
いう				
の				
も				
大変				
重要				
だ				
と				
思い				
ます				
。				
　				
ＩＲ				
の				
中				
に				
カジノ				
が				
ある				
の				
と				
一緒				
で				
、				
日本				
観光				
全体				
の				
中				
に				
ＩＲ				
が				
ある				
ん				
だ				
と				
思い				
ます				
の				
で				
、				
そう				
いう				
意味				
で				
は				
ＩＲ				
と				
ほか				
の				
ところ				
の				
連携				
と				
いう				
の				
が				
もう				
極めて				
重要				
だ				
と				
思っ				
て				
おり				
まし				
て				
、				
その				
点				
に				
つい				
て				
、				
改めて				
もう				
一				
回				
提案				
者				
の				
御				
意見				
を				
お				
伺い				
し				
たい				
と				
思い				
ます				
。				
○				
衆議				
院				
議員				
（				
細田				
博之				
君				
）				
　				
上月				
議員				
が				
御				
質問				
さ				
れ				
た				
とおり				
で				
ござい				
ます				
。				
我が				
国				
は				
、				
有名				
な				
観光				
地				
で				
ゴールデン				
ルート				
など				
と				
言わ				
れ				
て				
いる				
京都				
と				
奈良				
だけ				
が				
観光				
地				
で				
は				
ない				
、				
我々				
の				
出身				
地				
の				
四十				
七				
都				
道				
府				
県				
に				
どこ				
も				
いい				
ところ				
が				
あり				
、				
歴史				
が				
あり				
、				
すばらしい				
景観				
も				
ある				
わけ				
で				
ござい				
ます				
。				
　				
したがっ				
て				
、				
もちろん				
ＩＲ				
と				
いう				
の				
は				
、				
今				
の				
国際				
会議				
場				
に				
造っ				
て				
おら				
れ				
た				
、				
ビッグ				
サイト				
と				
か				
メッセ				
と				
か				
パシフィコ				
と				
か				
いろんな				
名称				
が				
あり				
ます				
けど				
、				
それ				
、				
ただ				
来				
て				
、				
ただ				
開催				
し				
て				
、				
ただ				
帰る				
ん				
じゃ				
ほとんど				
楽しく				
ない				
よう				
な				
こと				
が				
あっ				
て				
魅力				
が				
ない				
、				
ここ				
を				
充実				
さ				
せ				
なきゃ				
なら				
ない				
と				
いう				
こと				
は				
第				
一				
の				
目的				
で				
ござい				
ます				
が				
、				
やはり				
第				
二				
は				
、				
ある				
ところ				
へ				
来				
た				
と				
、				
この				
ＩＲ				
に				
、				
そして				
日本				
の				
どこ				
か				
観光				
し				
たい				
と				
いう				
とき				
に				
、				
観光				
の				
いろいろ				
な				
都				
道				
府				
県				
や				
会社				
の				
人				
たち				
が				
そこ				
に				
常				
に				
い				
て				
、				
今				
は				
ちょうど				
梅				
が				
咲い				
て				
いる				
から				
水戸				
の				
偕楽				
園				
に				
行く				
の				
は				
物すごく				
いい				
ルート				
です				
よ				
と				
いっ				
て				
そこ				
に				
案内				
し				
たり				
、				
今				
は				
桜				
が				
どこ				
が				
いい				
から				
どこ				
へ				
行っ				
たら				
どう				
です				
か				
、				
あるいは				
古い				
もの				
は				
ここ				
に				
いい				
もの				
が				
あり				
ます				
よ				
と				
、				
そう				
いう				
ふう				
な				
全				
日本				
の				
観光				
の				
言わば				
メッカ				
と				
し				
て				
まず				
設置				
する				
と				
、				
そう				
いう				
目的				
も				
当然				
入ら				
なけれ				
ば				
なら				
ない				
。				
　				
シンガポール				
と				
か				
小さい				
ところ				
は				
そこ				
へ				
行け				
ば				
もう				
ほか				
へ				
行き				
よう				
が				
あり				
ませ				
ん				
から				
、				
日本				
は				
どこ				
で				
も				
そこ				
を				
拠点				
と				
し				
て				
いい				
ところ				
が				
たくさん				
ある				
わけ				
で				
ござい				
ます				
から				
、				
そう				
いっ				
た				
観光				
の				
拠点				
に				
する				
と				
いう				
こと				
は				
いい				
考え				
方				
で				
あり				
、				
我々				
も				
そう				
いう				
こと				
を				
実現				
し				
て				
いき				
たい				
と				
思っ				
て				
おり				
ます				
。				
○				
上月				
良祐				
君				
　				
私				
も				
、				
最近				
は				
行け				
て				
い				
ませ				
ん				
が				
、				
海外				
旅行				
は				
大変				
好き				
だっ				
た				
の				
で				
夫婦				
で				
よく				
行っ				
て				
おり				
ます				
。				
帰っ				
て				
くる				
と				
、				
何				
と				
いう				
ん				
でしょう				
か				
、				
ちょっと				
ほっと				
し				
た				
と				
いう				
ん				
でしょう				
か				
、				
ちょっと				
疲れ				
も				
出				
たり				
、				
最後				
成田				
空港				
など				
へ				
帰っ				
て				
くる				
と				
、				
また				
来週				
すぐ				
行き				
たい				
と				
まで				
は				
ちょっと				
旅行				
で				
は				
、				
ビジネス				
は				
違う				
でしょう				
けど				
、				
思え				
ない				
ぐらい				
、				
まあ				
緊張				
も				
し				
て				
いる				
ん				
でしょう				
、				
疲れ				
も				
出る				
と				
いう				
の				
は				
あり				
ます				
が				
、				
実				
は				
ラスベガス				
だけ				
は				
来週				
また				
行き				
たい				
と				
思っ				
た				
ん				
です				
ね				
。				
それ				
は				
嫁				
さん				
も				
一緒				
でし				
た				
。				
　				
それ				
は				
、				
別				
に				
カジノ				
を				
し				
たかっ				
た				
わけ				
じゃ				
ない				
ん				
です				
よ				
、				
これ				
は				
。				
やっぱり				
町				
が				
本当				
に				
魅力				
的				
だっ				
た				
ん				
です				
ね				
。				
大変				
すばらしい				
ショー				
が				
あっ				
たり				
、				
Ｋ				
—				
1				
の				
予選				
なんか				
も				
やっ				
て				
い				
まし				
た				
です				
ね				
、				
私				
も				
あそこ				
で				
見				
て				
感動				
し				
まし				
た				
けど				
、				
いろんな				
テーマ				
パーク				
が				
あっ				
たり				
、				
ショッピング				
も				
大変				
充実				
し				
て				
い				
まし				
た				
。				
すごい				
楽しかっ				
た				
です				
。				
何				
より				
一番				
楽しかっ				
た				
の				
は				
やっぱり				
レストラン				
だっ				
た				
ね				
と				
いう				
話				
を				
昨日				
の				
晩				
も				
嫁				
さん				
と				
し				
まし				
た				
ん				
です				
。				
やっぱり				
町				
が				
大変				
魅力				
的				
だっ				
た				
と				
いう				
の				
が				
ある				
。				
それ				
が				
重要				
だ				
と				
思う				
ん				
です				
ね				
。				
　				
大門				
先生				
だっ				
た				
か				
、				
シンガポール				
は				
ちっちゃな				
国				
だ				
から				
ＩＲ				
が				
必要				
だ				
けど				
、				
日本				
は				
ほか				
に				
も				
魅力				
ある				
じゃ				
ない				
か				
と				
。				
私				
は				
、				
で				
も				
、				
その				
魅力				
こそ				
が				
魅力				
な				
ん				
で				
あっ				
て				
、				
そこ				
と				
の				
連携				
を				
どう				
図る				
か				
と				
いう				
こと				
なし				
に				
日本				
型				
の				
ＩＲ				
と				
いう				
の				
は				
絶対				
に				
成果				
が				
出				
ない				
と				
思っ				
て				
おり				
ます				
の				
で				
、				
くれぐれ				
も				
そこ				
は				
、				
観光				
庁				
の				
人				
も				
来				
られ				
て				
い				
ます				
から				
、				
くれぐれ				
も				
よろしく				
お				
願い				
し				
たい				
と				
思い				
ます				
。				
　				
それ				
で				
、				
私				
、				
実				
は				
この				
質問				
し				
た				
の				
は				
、				
ちょっと				
心配				
し				
て				
いる				
ん				
です				
よ				
。				
と				
いう				
の				
は				
、				
日本				
は				
大抵				
どこ				
の				
地域				
も				
、				
ほか				
の				
地域				
見				
て				
い				
まし				
て				
、				
まね				
する				
こと				
多い				
ん				
です				
ね				
。				
それ				
で				
、				
どこ				
か				
が				
最初				
、				
先頭				
バッター				
で				
一生				
懸命				
やっ				
て				
